system_id,system,gene,gene_name,chr,n_probes,n_kept,usability,caution,gene_function
9,Serotonin,TPH1,tryptophan hydroxylase 1,chr11,5,1,SINGLE PROBE - cannot support a gene-level claim,,"Tryptophan hydroxylase 1, rate-limiting for peripheral serotonin in gut enterochromaffin cells and pineal gland. Governs the roughly 95 percent of body serotonin that is not in brain."
9,Serotonin,SLC6A4,solute carrier family 6 member 4,chr17,13,0,NO USABLE PROBE - all filtered out for low variance,,"The serotonin transporter, target of every SSRI and site of the 5-HTTLPR polymorphism at the centre of gene-environment interaction research. Its promoter methylation is among the most replicated findings in the stress and depression literature."
10,Noradrenaline & sympathetic nervous system,CHGA,chromogranin A,chr14,18,11,good,,"Chromogranin A, the main protein of catecholamine storage vesicles and precursor of catestatin, which inhibits catecholamine release. Both a structural and a regulatory component of secretion."
10,Noradrenaline & sympathetic nervous system,ADRB3,adrenoceptor beta 3,chr8,18,8,good,,Beta receptor on adipose tissue driving lipolysis and thermogenesis. The metabolic arm of sympathetic signalling.
10,Noradrenaline & sympathetic nervous system,ADRA1A,adrenoceptor alpha 1A,chr8,26,6,good,,"Gq-coupled alpha-1 receptor driving vascular smooth muscle contraction and, in cortex, impairing working memory when noradrenaline is high. The receptor engaged when stress exceeds the optimal range."
10,Noradrenaline & sympathetic nervous system,SLC6A2,solute carrier family 6 member 2,chr16,34,6,good,,"The noradrenaline transporter clearing synaptic noradrenaline and the target of reboxetine and atomoxetine. In prefrontal cortex it also clears dopamine, so its effects are not noradrenaline-specific."
10,Noradrenaline & sympathetic nervous system,ADRA2C,adrenoceptor alpha 2C,chr4,11,5,adequate,,"Alpha-2 subtype operating at low noradrenaline concentrations, providing tonic rather than phasic feedback inhibition. Sets baseline rather than peak control."
10,Noradrenaline & sympathetic nervous system,ADRA2A,adrenoceptor alpha 2A,chr10,17,4,adequate,,"Gi-coupled presynaptic autoreceptor limiting noradrenaline release, and the prefrontal receptor whose activation by guanfacine improves working memory. Both the brake on release and the therapeutic target."
10,Noradrenaline & sympathetic nervous system,NPY1R,neuropeptide Y receptor Y1,chr4,19,4,adequate,,The receptor mediating NPY's anxiolytic and vasoconstrictor effects. The main behavioural target of the peptide.
10,Noradrenaline & sympathetic nervous system,SLC18A1,solute carrier family 18 member A1,chr8,9,4,adequate,,"Vesicular monoamine transporter 1, loading catecholamines into granules in neuroendocrine cells. The peripheral counterpart to the neuronal SLC18A2."
10,Noradrenaline & sympathetic nervous system,ADRB1,adrenoceptor beta 1,chr10,15,3,adequate,,"The dominant cardiac beta receptor driving heart rate and contractility, and the main target of beta blockers. The principal effector of sympathetic cardiac drive."
10,Noradrenaline & sympathetic nervous system,CHGB,chromogranin B,chr20,13,3,adequate,,"Chromogranin B, driving secretory granule biogenesis and sorting peptides into the regulated release pathway. Determines how much can be stored for release."
10,Noradrenaline & sympathetic nervous system,DBH,dopamine beta-hydroxylase,chr9,15,3,adequate,,"Dopamine beta-hydroxylase, converting dopamine to noradrenaline and so forming the branch point between the two systems. Its promoter variants explain an unusually large share of enzyme activity."
10,Noradrenaline & sympathetic nervous system,ADRA1B,adrenoceptor alpha 1B,chr5,12,2,limited - 2 probes,,Alpha-1 subtype prominent in liver and heart and contributing to the pressor response. Functionally overlaps ADRA1A but with a different tissue distribution.
10,Noradrenaline & sympathetic nervous system,ADRA1D,adrenoceptor alpha 1D,chr20,11,2,limited - 2 probes,,"Alpha-1 subtype enriched in aorta and bladder, contributing to vascular tone and urinary function. The most peripherally restricted of the three."
10,Noradrenaline & sympathetic nervous system,ADRA2B,adrenoceptor alpha 2B,chr2,17,2,limited - 2 probes,,Alpha-2 subtype mediating peripheral vasoconstriction; a common deletion variant is associated with enhanced emotional memory. One of the clearer behavioural pharmacogenetic findings.
10,Noradrenaline & sympathetic nervous system,ADRB2,adrenoceptor beta 2,chr5,12,2,limited - 2 probes,,"Beta receptor on bronchial and vascular smooth muscle and on immune cells, where it mediates catecholamine suppression of inflammation. The molecular link between sympathetic tone and immune function."
10,Noradrenaline & sympathetic nervous system,NPY5R,neuropeptide Y receptor Y5,chr4,12,2,limited - 2 probes,,"Receptor mediating NPY's appetite-stimulating effects, linking sympathetic signalling to feeding. The metabolic arm of NPY action."
10,Noradrenaline & sympathetic nervous system,PNMT,phenylethanolamine N-methyltransferase,chr17,16,2,limited - 2 probes,,"Phenylethanolamine N-methyltransferase, converting noradrenaline to adrenaline in the adrenal medulla and induced by glucocorticoids. A direct molecular junction between the HPA axis and the sympathetic system."
10,Noradrenaline & sympathetic nervous system,NPY,neuropeptide Y,chr7,13,1,SINGLE PROBE - cannot support a gene-level claim,,"Neuropeptide Y, co-released with noradrenaline under intense sympathetic activation and acting as a stress-resilience and anxiolytic factor. Its release marks high-intensity rather than routine activation."
10,Noradrenaline & sympathetic nervous system,PHOX2B,paired like homeobox 2B,chr4,17,1,SINGLE PROBE - cannot support a gene-level claim,,The master transcription factor specifying noradrenergic identity throughout the sympathetic system; mutations cause congenital central hypoventilation syndrome. Determines whether a cell is noradrenergic at all.
10,Noradrenaline & sympathetic nervous system,NPY2R,neuropeptide Y receptor Y2,chr4,14,0,NO USABLE PROBE - all filtered out for low variance,,"Presynaptic autoreceptor limiting further NPY and noradrenaline release, generally opposing NPY1R behaviourally. Provides negative feedback on the peptide's own release."
11,"Monoamine synthesis, transport & degradation",MAOA,monoamine oxidase A,chrX,15,14,good,X-linked: X-inactivation makes female values a two-allele average - analyse within sex or model sex explicitly,"Monoamine oxidase A, degrading serotonin and noradrenaline preferentially; the Brunner syndrome gene and the subject of the Caspi maltreatment interaction. X-linked, so its CpGs are subject to X-inactivation and must be analysed within sex."
11,"Monoamine synthesis, transport & degradation",DDC,dopa decarboxylase,chr7,27,10,good,,"Aromatic L-amino acid decarboxylase, producing both dopamine and serotonin from their hydroxylated precursors. The one enzyme shared by the catecholamine and indoleamine branches."
11,"Monoamine synthesis, transport & degradation",MAOB,monoamine oxidase B,chrX,8,6,good,X-linked: X-inactivation makes female values a two-allele average - analyse within sex or model sex explicitly,"Monoamine oxidase B, degrading dopamine and phenylethylamine and the target of selegiline in Parkinson disease. Also X-linked and immediately adjacent to MAOA."
11,"Monoamine synthesis, transport & degradation",SLC18A2,solute carrier family 18 member A2,chr10,8,5,adequate,,"Vesicular monoamine transporter 2, packaging all monoamines into synaptic vesicles and the target of tetrabenazine. Without it, cytosolic monoamines are degraded rather than released."
11,"Monoamine synthesis, transport & degradation",TH,tyrosine hydroxylase,chr11,17,5,adequate,,"Tyrosine hydroxylase, the rate-limiting enzyme for dopamine, noradrenaline and adrenaline alike. A single control point for the entire catecholamine output of the body."
11,"Monoamine synthesis, transport & degradation",ALDH2,aldehyde dehydrogenase 2 family member,chr12,18,2,limited - 2 probes,,"Aldehyde dehydrogenase 2, clearing the reactive aldehydes produced by monoamine oxidation as well as acetaldehyde from alcohol. Its common East Asian inactivating variant makes it a strong gene-environment candidate."
11,"Monoamine synthesis, transport & degradation",PTS,6-pyruvoyltetrahydropterin synthase,chr11,10,2,limited - 2 probes,,"6-pyruvoyltetrahydropterin synthase, the second step of BH4 synthesis; its deficiency causes atypical phenylketonuria with monoamine depletion. Shows that cofactor supply, not enzyme abundance, can be limiting."
11,"Monoamine synthesis, transport & degradation",QDPR,quinoid dihydropteridine reductase,chr4,10,2,limited - 2 probes,,"Dihydropteridine reductase, regenerating BH4 after each hydroxylation. Recycling capacity matters more than synthesis for sustained monoamine production."
11,"Monoamine synthesis, transport & degradation",SPR,sepiapterin reductase,chr2,14,2,limited - 2 probes,,"Sepiapterin reductase, completing BH4 synthesis; its deficiency produces dopa-responsive dystonia. The final step of the cofactor pathway."
11,"Monoamine synthesis, transport & degradation",GCH1,GTP cyclohydrolase 1,chr14,11,1,SINGLE PROBE - cannot support a gene-level claim,,"GTP cyclohydrolase 1, rate-limiting for tetrahydrobiopterin, the obligatory cofactor for TH, TPH and NOS. A single gene simultaneously limiting dopamine, serotonin and nitric oxide production."
11,"Monoamine synthesis, transport & degradation",SLC22A3,solute carrier family 22 member 3,chr6,7,1,SINGLE PROBE - cannot support a gene-level claim,,"Organic cation transporter 3, a low-affinity high-capacity route clearing monoamines where the specific transporters are sparse. Matters most precisely when the classical transporters are saturated or blocked."
11,"Monoamine synthesis, transport & degradation",DHFR,dihydrofolate reductase,chr5,10,0,NO USABLE PROBE - all filtered out for low variance,,"Dihydrofolate reductase, contributing to BH4 salvage as well as folate metabolism, which places it in this system and in one-carbon metabolism at once. A genuine point of overlap between the two."
11,"Monoamine synthesis, transport & degradation",SLC29A4,solute carrier family 29 member 4,chr7,3,0,NO USABLE PROBE - all filtered out for low variance,,"Plasma membrane monoamine transporter, a second corticosterone-sensitive uptake-2 route operating at high monoamine concentrations. Complements SLC22A3 as a backup clearance system."
12,Opioid & melanocortin,PDYN,prodynorphin,chr20,15,11,good,,"Prodynorphin, precursor of the kappa agonists released under sustained stress and producing dysphoria. The molecular basis of the aversive arm of the opioid system."
12,Opioid & melanocortin,OPRM1,opioid receptor mu 1,chr6,32,10,good,,"The mu opioid receptor, mediating analgesia, reward and social attachment and the target of morphine and naltrexone. Its role in maternal-infant bonding makes it a core attachment gene, not only an addiction one."
12,Opioid & melanocortin,OPRD1,opioid receptor delta 1,chr1,20,7,good,,"The delta opioid receptor, associated more with mood regulation and anxiolysis than with analgesia. Provides the affective rather than nociceptive arm of opioid signalling."
12,Opioid & melanocortin,PNOC,prepronociceptin,chr8,16,7,good,,"Prepronociceptin, precursor of the OPRL1 ligand nociceptin. Completes the fourth, non-classical opioid ligand-receptor pair."
12,Opioid & melanocortin,PENK,proenkephalin,chr8,25,6,good,,"Proenkephalin, precursor of the enkephalins that preferentially activate delta and mu receptors. The tonic, low-intensity opioid ligand pool."
12,Opioid & melanocortin,OPRL1,opioid related nociceptin receptor 1,chr20,28,4,adequate,,"The nociceptin receptor, a fourth family member not activated by classical opioids, modulating stress and anxiety. Independent of the morphine-sensitive system despite the structural similarity."
12,Opioid & melanocortin,MME,membrane metalloendopeptidase,chr3,26,2,limited - 2 probes,,"Neprilysin, degrading enkephalins and also amyloid beta, so it both terminates opioid signalling and clears amyloid. Its dual substrate range links pain signalling to neurodegeneration."
12,Opioid & melanocortin,OPRK1,opioid receptor kappa 1,chr8,15,2,limited - 2 probes,,"The kappa opioid receptor, mediating dysphoria and stress-induced aversion through dynorphin. Functionally opposes OPRM1, so the mu-to-kappa balance is the meaningful quantity."
12,Opioid & melanocortin,MC1R,melanocortin 1 receptor,chr16,18,1,SINGLE PROBE - cannot support a gene-level claim,,"Melanocortin 1 receptor determining pigmentation, with well-documented variants that also raise anaesthetic requirement and alter pain sensitivity. A rare case of a pigmentation gene with a reproducible pain phenotype."
13,Orexin / hypocretin & MCH,HCRT,hypocretin neuropeptide precursor,chr17,13,3,adequate,,"Orexin/hypocretin precursor, made by a small hypothalamic population that stabilises wakefulness; its loss causes narcolepsy with cataplexy. One of the clearest single-peptide behavioural phenotypes known."
13,Orexin / hypocretin & MCH,MCHR1,melanin concentrating hormone receptor 1,chr22,13,3,adequate,,The MCH receptor mediating appetite stimulation and REM sleep promotion. The effector of the arousal-suppressing arm.
13,Orexin / hypocretin & MCH,HCRTR1,hypocretin receptor 1,chr1,5,2,limited - 2 probes,,"Orexin receptor 1, selective for orexin A and mediating arousal, reward and stress responses. The motivationally weighted receptor of the pair."
13,Orexin / hypocretin & MCH,HCRTR2,hypocretin receptor 2,chr6,10,2,limited - 2 probes,,"Orexin receptor 2, binding both orexins; its loss causes canine narcolepsy and it is the principal sleep-wake target, blocked by suvorexant. The sleep-critical member of the pair."
13,Orexin / hypocretin & MCH,PMCH,pro-melanin concentrating hormone,chr12,3,1,SINGLE PROBE - cannot support a gene-level claim,,"Pro-melanin-concentrating hormone, made by hypothalamic neurons that promote sleep and feeding and largely oppose orexin. The counterweight in hypothalamic arousal control."
14,Endocannabinoid,CNR2,cannabinoid receptor 2,chr1,11,6,good,,"The CB2 receptor, predominantly on immune cells and microglia, mediating anti-inflammatory effects without psychoactivity. The immunological arm of the system."
14,Endocannabinoid,DAGLB,diacylglycerol lipase beta,chr7,29,6,good,,"The peripheral and immune-cell 2-AG synthase, complementing the neuronal DAGLA. Determines endocannabinoid tone outside the CNS."
14,Endocannabinoid,FAAH,fatty acid amide hydrolase,chr1,15,5,adequate,,"Fatty acid amide hydrolase, degrading anandamide; a common P129T variant raises anandamide and reduces anxiety. One of the best-validated behavioural pharmacogenetic loci in this system."
14,Endocannabinoid,MGLL,monoglyceride lipase,chr3,25,3,adequate,,"Monoacylglycerol lipase, degrading 2-AG, which is far more abundant than anandamide and carries most retrograde signalling. The principal termination enzyme of the system."
14,Endocannabinoid,ABHD12,"abhydrolase domain containing 12, lysophospholipase",chr20,14,1,SINGLE PROBE - cannot support a gene-level claim,,"A further 2-AG hydrolase, enriched in microglia; its loss causes the neurodegenerative PHARC syndrome. Links endocannabinoid clearance to neuroinflammation."
14,Endocannabinoid,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",chr3,18,1,SINGLE PROBE - cannot support a gene-level claim,,Alternative 2-AG hydrolase acting postsynaptically and controlling what fraction of 2-AG reaches CB1. Regulates the signal locally where MGLL acts globally.
14,Endocannabinoid,DAGLA,diacylglycerol lipase alpha,chr11,21,1,SINGLE PROBE - cannot support a gene-level claim,,"Diacylglycerol lipase alpha, the neuronal enzyme synthesising 2-AG on demand at the postsynaptic membrane. Endocannabinoids are made when needed rather than stored, so synthesis is the control point."
14,Endocannabinoid,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D,chr7,17,1,SINGLE PROBE - cannot support a gene-level claim,,The main synthetic enzyme for anandamide and related N-acylethanolamines. Sets the supply of the tonic rather than phasic endocannabinoid ligand.
14,Endocannabinoid,CNR1,cannabinoid receptor 1,chr6,30,0,NO USABLE PROBE - all filtered out for low variance,,"The CB1 receptor, the most abundant GPCR in brain, mediating retrograde suppression of transmitter release and the psychoactive effects of THC. Its methylation is studied in stress regulation, appetite and cannabis use."
15,Kynurenine pathway,KYAT1,kynurenine aminotransferase 1,chr9,27,7,good,,"Kynurenine aminotransferase I, a second route to kynurenic acid with different pH and substrate preferences. Contributes to the same protective arm as AADAT."
15,Kynurenine pathway,AHR,aryl hydrocarbon receptor,chr7,17,5,adequate,,"Aryl hydrocarbon receptor, activated by kynurenine itself and driving regulatory T cell differentiation and immune tolerance. Makes kynurenine a signalling molecule rather than merely a metabolite."
15,Kynurenine pathway,NADSYN1,NAD synthetase 1,chr11,46,5,adequate,,"NAD synthetase, the terminal enzyme making NAD+ from the pathway's output. Connects tryptophan catabolism to cellular energy and sirtuin activity."
15,Kynurenine pathway,TDO2,"tryptophan 2,3-dioxygenase",chr4,9,5,adequate,,"Tryptophan 2,3-dioxygenase, the hepatic glucocorticoid-inducible entry enzyme responsible for baseline tryptophan degradation. Where IDO1 responds to inflammation, TDO2 responds to cortisol."
15,Kynurenine pathway,AFMID,arylformamidase,chr17,19,4,adequate,,"Arylformamidase, hydrolysing N-formylkynurenine to kynurenine in the second and non-rate-limiting step. Necessary but not regulatory."
15,Kynurenine pathway,IDO1,"indoleamine 2,3-dioxygenase 1",chr8,7,4,adequate,,"Indoleamine 2,3-dioxygenase 1, the inflammation-inducible enzyme diverting tryptophan away from serotonin into the kynurenine pathway. The principal molecular route by which inflammation produces depressive symptoms."
15,Kynurenine pathway,KYNU,kynureninase,chr2,5,4,adequate,,"Kynureninase, continuing the neurotoxic branch towards 3-hydroxyanthranilic acid. Downstream of, and committed by, the KMO decision."
15,Kynurenine pathway,QPRT,quinolinate phosphoribosyltransferase,chr16,13,4,adequate,,"Quinolinate phosphoribosyltransferase, consuming quinolinic acid to make NAD+; when saturated, quinolinic acid accumulates and acts as an NMDA agonist. Clearance capacity is what determines neurotoxicity."
15,Kynurenine pathway,ACMSD,aminocarboxymuconate semialdehyde decarboxylase,chr2,8,3,adequate,,"Aminocarboxymuconate semialdehyde decarboxylase, diverting substrate away from spontaneous quinolinic acid formation towards picolinic acid. The main determinant of how much quinolinic acid is actually produced."
15,Kynurenine pathway,IDO2,"indoleamine 2,3-dioxygenase 2",chr8,12,3,adequate,,"Paralogue with far lower catalytic activity and a restricted immune distribution, acting mainly in B cell tolerance. Present in the pathway but unlikely to drive flux."
15,Kynurenine pathway,KYAT3,kynurenine aminotransferase 3,chr1,15,3,adequate,,"Kynurenine aminotransferase III, the third kynurenic acid-producing enzyme, mitochondrially localised. Completes the protective branch."
15,Kynurenine pathway,AADAT,aminoadipate aminotransferase,chr4,17,2,limited - 2 probes,,"Kynurenine aminotransferase II, the main producer of kynurenic acid, an NMDA and alpha7 nicotinic antagonist. The neuroprotective branch, and elevated in schizophrenia."
15,Kynurenine pathway,GOT2,glutamic-oxaloacetic transaminase 2,chr16,10,2,limited - 2 probes,,"Aspartate aminotransferase 2, which also carries kynurenine aminotransferase IV activity, linking the pathway to central carbon metabolism. Dual-function, so methylation effects here are not pathway-specific."
15,Kynurenine pathway,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",chr2,15,1,SINGLE PROBE - cannot support a gene-level claim,,"3-hydroxyanthranilate oxygenase, generating the immediate precursor of quinolinic acid. The penultimate step of the neurotoxic arm."
15,Kynurenine pathway,NAMPT,nicotinamide phosphoribosyltransferase,chr7,16,1,SINGLE PROBE - cannot support a gene-level claim,,"Nicotinamide phosphoribosyltransferase, rate-limiting for NAD+ salvage and also an inflammatory cytokine known as visfatin. Couples NAD+ status directly to inflammation."
15,Kynurenine pathway,KMO,kynurenine 3-monooxygenase,chr1,11,0,NO USABLE PROBE - all filtered out for low variance,,"Kynurenine 3-monooxygenase, the branch point directing kynurenine towards neurotoxic 3-hydroxykynurenine and quinolinic acid. The single most important switch between the neurotoxic and neuroprotective arms."
16,Glutamate & synaptic scaffolding,DLG3,discs large MAGUK scaffold protein 3,chrX,39,28,good,X-linked: X-inactivation makes female values a two-allele average - analyse within sex or model sex explicitly,"SAP102, the scaffold dominant early in development before PSD-95 takes over; X-linked, and its mutation causes intellectual disability. The developmentally early scaffold."
16,Glutamate & synaptic scaffolding,DLG2,discs large MAGUK scaffold protein 2,chr11,73,22,good,,"PSD-93, a postsynaptic density scaffold whose de novo mutations recur in schizophrenia and intellectual disability. Among the strongest scaffold-gene psychiatric associations."
16,Glutamate & synaptic scaffolding,GRM4,glutamate metabotropic receptor 4,chr6,62,19,good,,Group III presynaptic autoreceptor limiting release at a different set of synapses from GRM2 and GRM3. Extends inhibitory feedback to further circuits.
16,Glutamate & synaptic scaffolding,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,chr9,30,16,good,,The obligatory NMDA receptor subunit present in every functional receptor; no NMDA signalling occurs without it. The invariant core against which subunit composition varies.
16,Glutamate & synaptic scaffolding,SHANK1,SH3 and multiple ankyrin repeat domains 1,chr19,33,13,good,,"Master scaffold of the postsynaptic density, cross-linking GRM5, HOMER1 and the PSD-95 complex. The outermost layer of the synaptic scaffold."
16,Glutamate & synaptic scaffolding,SHANK2,SH3 and multiple ankyrin repeat domains 2,chr11,63,13,good,,"Scaffold whose de novo mutations cause autism with a distinctive profile, and which regulates synapse maturation. One of the better-replicated autism genes."
16,Glutamate & synaptic scaffolding,SLC1A2,solute carrier family 1 member 2,chr11,35,11,good,,"EAAT2 or GLT-1, the astrocytic transporter responsible for the large majority of glutamate clearance in brain. The single most important determinant of extracellular glutamate."
16,Glutamate & synaptic scaffolding,SHANK3,SH3 and multiple ankyrin repeat domains 3,chr22,18,10,good,,"The 22q13 gene whose deletion causes Phelan-McDermid syndrome, the clearest single-gene route to autism with intellectual disability. Deletion, duplication and point mutation all produce phenotypes."
16,Glutamate & synaptic scaffolding,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,chr5,22,8,good,,AMPA receptor subunit whose trafficking into the synapse is the physical substrate of long-term potentiation. Where a plasticity signal becomes a materially stronger synapse.
16,Glutamate & synaptic scaffolding,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,chr19,27,8,good,,"Subunit with the longest deactivation in the family, expressed in interneurons and subcortical regions. Contributes tonic rather than phasic NMDA current."
16,Glutamate & synaptic scaffolding,GRM1,glutamate metabotropic receptor 1,chr6,32,8,good,,"Group I metabotropic receptor coupled to Gq, driving IP3 and calcium release in cerebellum and hippocampus. Feeds the same IP3 machinery the oxytocin system uses."
16,Glutamate & synaptic scaffolding,SLC1A3,solute carrier family 1 member 3,chr5,29,8,good,,"EAAT1 or GLAST, the astrocytic transporter dominant in cerebellum and during development. Complements SLC1A2 regionally."
16,Glutamate & synaptic scaffolding,GRIK2,glutamate ionotropic receptor kainate type subunit 2,chr6,27,7,good,,"Kainate receptor subunit modulating presynaptic release and interneuron excitability, and RNA-edited at the Q/R site. Regulates network excitability rather than point-to-point transmission."
16,Glutamate & synaptic scaffolding,GRM2,glutamate metabotropic receptor 2,chr3,30,7,good,,"Group II autoreceptor coupled to Gi, suppressing presynaptic glutamate release; a long-standing antipsychotic target. The main negative feedback on glutamate release."
16,Glutamate & synaptic scaffolding,GLUL,glutamate-ammonia ligase,chr1,31,6,good,,"Glutamine synthetase, converting glutamate taken up by astrocytes into harmless glutamine for return to neurons. The astrocytic half of the glutamate-glutamine cycle."
16,Glutamate & synaptic scaffolding,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,chr17,30,6,good,,"Cerebellar and glial NMDA subunit with low magnesium sensitivity, so it conducts at resting potential. Differs from the forebrain subunits in kind, not merely degree."
16,Glutamate & synaptic scaffolding,SYNGAP1,synaptic Ras GTPase activating protein 1,chr6,52,6,good,,"Ras GTPase-activating protein restraining AMPA receptor insertion, so it acts as a brake on synaptic strengthening. Haploinsufficiency is a common cause of intellectual disability with epilepsy."
16,Glutamate & synaptic scaffolding,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,chr12,18,5,adequate,,"The immature NMDA subunit with long channel open time, supporting the heightened plasticity of early development. Its persistence into later ages is associated with intellectual disability and autism."
16,Glutamate & synaptic scaffolding,GRM5,glutamate metabotropic receptor 5,chr11,12,5,adequate,,"Group I receptor physically coupled to NMDA receptors through HOMER1 and SHANK, and a central node in fragile X and autism models. The most behaviourally implicated metabotropic receptor."
16,Glutamate & synaptic scaffolding,GRM6,glutamate metabotropic receptor 6,chr5,19,5,adequate,,Retina-specific receptor mediating the ON bipolar cell response to light. Included for family completeness; not expected to be informative in saliva or blood.
16,Glutamate & synaptic scaffolding,DLG4,discs large MAGUK scaffold protein 4,chr17,47,4,adequate,,"PSD-95, the principal postsynaptic density scaffold anchoring NMDA receptors and coupling them to NOS1. The organising centre of the excitatory synapse."
16,Glutamate & synaptic scaffolding,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,chr16,40,4,adequate,,"NMDA subunit that progressively replaces GRIN2B after birth, producing faster decay kinetics. The GRIN2A to GRIN2B ratio is a molecular index of synaptic maturity, testable across the T4 to T6 waves."
16,Glutamate & synaptic scaffolding,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,chr19,12,4,adequate,,"The second GRIN3 subunit, sparsely expressed and carrying a common null polymorphism in many populations. Between-person variability here may exceed any methylation effect."
16,Glutamate & synaptic scaffolding,GRID1,glutamate ionotropic receptor delta type subunit 1,chr10,15,3,adequate,,Delta receptor that does not gate glutamate but acts as a synaptic organiser through cerebellin and neurexin. Structural rather than ionotropic despite family membership.
16,Glutamate & synaptic scaffolding,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,chr9,15,3,adequate,,"Dominant-negative subunit reducing calcium permeability and limiting plasticity, peaking in early postnatal life. A brake on maturation rather than a mediator of it."
16,Glutamate & synaptic scaffolding,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1,chr8,17,3,adequate,,"Despite the name, a transmembrane BAX inhibitor family protein regulating calcium homeostasis and apoptosis, not an NMDA subunit. Grouped with the family for historical reasons; interpret accordingly."
16,Glutamate & synaptic scaffolding,SLC1A1,solute carrier family 1 member 1,chr9,13,3,adequate,,"EAAT3, the neuronal glutamate transporter, also implicated in obsessive-compulsive disorder. Neuronal rather than the bulk glial uptake route."
16,Glutamate & synaptic scaffolding,DLG1,discs large MAGUK scaffold protein 1,chr3,39,2,limited - 2 probes,,"SAP97, scaffolding protein trafficking AMPA receptors and organising both sides of the synapse. Determines receptor delivery rather than receptor function."
16,Glutamate & synaptic scaffolding,HOMER1,homer scaffold protein 1,chr5,18,2,limited - 2 probes,,Scaffold linking GRM5 to IP3 receptors and internal calcium stores; its short isoform Homer1a is an immediate-early gene that uncouples the complex during activity. Structural and activity-dependent at one locus.
16,Glutamate & synaptic scaffolding,GRID2,glutamate ionotropic receptor delta type subunit 2,chr4,14,1,SINGLE PROBE - cannot support a gene-level claim,,"Delta 2 receptor, essential for cerebellar parallel fibre synapse formation; its loss causes ataxia. The clearest case of an ionotropic-family gene acting purely structurally."
16,Glutamate & synaptic scaffolding,GRM3,glutamate metabotropic receptor 3,chr7,23,1,SINGLE PROBE - cannot support a gene-level claim,,"Group II receptor with a robust schizophrenia GWAS association, expressed both presynaptically and on glia. One of the few glutamate genes with consistent psychiatric genetic support."
16,Glutamate & synaptic scaffolding,GRM7,glutamate metabotropic receptor 7,chr3,18,1,SINGLE PROBE - cannot support a gene-level claim,,"Group III receptor with the lowest glutamate affinity in the family, so it engages only during intense activity. A high-threshold safety valve."
16,Glutamate & synaptic scaffolding,GRM8,glutamate metabotropic receptor 8,chr7,24,1,SINGLE PROBE - cannot support a gene-level claim,,Group III receptor modulating release in limbic circuits and studied in anxiety. Complements GRM7 at lower activity levels.
16,Glutamate & synaptic scaffolding,GLS,glutaminase,chr2,13,0,NO USABLE PROBE - all filtered out for low variance,,"Glutaminase, regenerating glutamate from glutamine inside the neuron. The neuronal half of the cycle, and the step that actually supplies transmitter."
17,GABA & excitation-inhibition balance,ABAT,4-aminobutyrate aminotransferase,chr16,36,15,good,,"GABA transaminase, degrading GABA to succinate and the target of vigabatrin. The terminal clearance step of the system."
17,GABA & excitation-inhibition balance,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,chr15,42,13,good,,"Beta subunit lying within the imprinted 15q11-13 Angelman and Prader-Willi region, so it sits at the intersection of the GABA and imprinting systems. Its methylation is interpretable in both frames."
17,GABA & excitation-inhibition balance,SLC12A5,solute carrier family 12 member 5,chr20,33,10,good,,"KCC2, exporting chloride and driving the postnatal switch to inhibitory GABA. The NKCC1 to KCC2 ratio is a direct molecular index of inhibitory maturation, testable across T4 to T6."
17,GABA & excitation-inhibition balance,SLC6A1,solute carrier family 6 member 1,chr3,36,10,good,,"GAT-1, the main GABA transporter clearing synaptic GABA and the target of tiagabine. Determines how long each inhibitory signal lasts."
17,GABA & excitation-inhibition balance,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,chr5,31,7,good,,"The most abundant alpha subunit in adult brain, conferring the sedative and anticonvulsant effects of benzodiazepines. The mature default subunit."
17,GABA & excitation-inhibition balance,GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,chr5,12,7,good,,"Cerebellar granule cell subunit, benzodiazepine-insensitive and mediating tonic inhibition there. Highly region-restricted in expression."
17,GABA & excitation-inhibition balance,GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,chr15,21,5,adequate,,Hippocampus-enriched subunit mediating tonic inhibition and memory suppression; inverse agonists here act as cognition enhancers. Where inhibition specifically constrains learning.
17,GABA & excitation-inhibition balance,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,chr4,25,5,adequate,,"Beta subunit contributing to receptor assembly with a distinct regional profile, part of the chromosome 4p cluster. An assembly partner rather than a pharmacological determinant."
