probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg12158758,cg12158758_TC11_T1_GRIN3B,GRIN3B,16,Glutamate & synaptic scaffolding,cg12158758,GRIN3B,-1,higher methylation -> LOWER expression,0.8366,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,WDR18,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,GRIN3B,-1,0.8366,A,PREDICTED,TMEM259,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.8366,0.0817
cg12159502,cg12159502_BC21_T1_SIRT1,SIRT1,20,Epigenetic machinery,cg12159502,SIRT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12190095,cg12190095_BC21_T1_GABRA2,GABRA2,17,GABA & excitation-inhibition balance,cg12190095,GABRA2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12190341,cg12190341_BC21_T1_GRIN2C,GRIN2C,16,Glutamate & synaptic scaffolding,cg12190341,GRIN2C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ARHGEF28,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,NAT9,,0.1455,B,REQUESTED_GENE_UNAVAILABLE,SLC16A5,,0.2414,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12196232,cg12196232_BC21_T1_NRG1,NRG1,25,Social-synaptic & psychiatric risk,cg12196232,NRG1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12204595,cg12204595_TC21_T1_NCOA4,NCOA4,4,Sex steroids: receptors & metabolism,cg12204595,NCOA4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PARG;PARGP1,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,MSMB,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,RAD54L2,,0.4386,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12233571,cg12233571_TC21_T1_SLC1A3,SLC1A3,16,Glutamate & synaptic scaffolding,cg12233571,SLC1A3,-1,higher methylation -> LOWER expression,0.4852,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,AC008957.1,,0.126,B,REQUESTED_GENE_UNAVAILABLE,SLC1A3,-1,0.4852,A,PREDICTED,SLC1A3,,0.1124,A,ABSTAIN,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4852,0.2574
cg12258811,cg12258811_TC21_T1_PER3,PER3,23,Circadian & melatonin,cg12258811,PER3,-1,higher methylation -> LOWER expression,0.5874,catalogue_consensus,B,"0.64-0.84 (tier B, tissues agree)",FALSE,-1,-1,1,S2,2.504e-09,1,30073,FALSE,-1,3,1,PER3,-1,0.6863,A,PREDICTED,PER3,-1,0.6433,B,PREDICTED,PER3,-1,0.4326,A,PREDICTED,,,,,,,,,,,,,,,""," | SMR (causal, blood) says +1 at tier S2 but a stronger layer supplied the opposite sign - inspect before using",0.5874,0.2063
cg12284521,cg12284521_TC21_T1_GRM4,GRM4,16,Glutamate & synaptic scaffolding,cg12284521,GRM4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12294334,cg12294334_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg12294334,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12296752,cg12296752_BC11_T1_BDNF,BDNF,18,Neurotrophins & activity-dependent plasticity,cg12296752,BDNF,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,HIST1H2BN,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12298755,cg12298755_TC21_T1_SNRPN,SNRPN,21,Imprinted genes & DMRs,cg12298755,SNRPN,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SNRPN;PWAR6;IPW,,0.4863,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,SNORD115-26;SNORD115-46;SNRPN;SNORD116-19;SNORD116-4;SNORD116-17;SNORD116-22;SNORD116-28;IPW;SNRPN;SNRPN;PWAR6;IPW;SNRPN;SNURF,blood,SNORD115-26;SNORD115-46;SNRPN:+1;SNORD116-19;SNORD116-4;SNORD116-17;SNORD116-22;SNORD116-28;IPW;SNRPN:+1;SNRPN;PWAR6;IPW:+1;SNRPN;SNURF:-1,,FALSE,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12317815,cg12317815_BC21_T1_ASPA,ASPA,28,"Ageing, epigenetic clocks & telomere",cg12317815,ASPA,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SDK1,,0.0153,A,REQUESTED_GENE_UNAVAILABLE,SDK1,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,SDK1,,0.4431,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12321149,cg12321149_TC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg12321149,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12327405,cg12327405_BC21_T1_GNAL,GNAL,8,Dopamine,cg12327405,GNAL,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12347392,cg12347392_TC21_T1_MEST,MEST,21,Imprinted genes & DMRs,cg12347392,MEST,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CPA5,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ARHGAP18,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,CPA5,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12353175,cg12353175_BC21_T1_FSHR,FSHR,5,"HPG axis, puberty & KNDy",cg12353175,FSHR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,FSHR,,0.4729,B,ABSTAIN,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12356107,cg12356107_TC21_T1_FOXA2,FOXA2,8,Dopamine,cg12356107,FOXA2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12358432,cg12358432_TC21_T1_HLA_G,HLA-G,24,"Immune, inflammation & HLA",cg12358432,HLA-G,-1,higher methylation -> LOWER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,2.892e-19,1,230,TRUE,,2,0.5,HLA-G,-1,0.6537,A,PREDICTED,HLA-G,1,0.8509,A,PREDICTED,CDIPT,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg12365226,cg12365226_TC21_T1_DLG3,DLG3,16,Glutamate & synaptic scaffolding,cg12365226,DLG3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12385825,cg12385825_BC21_T1_AKAP6,AKAP6,19,GPCR signalling & second messengers,cg12385825,AKAP6,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12419863,cg12419863_TC11_T1_PLAGL1,PLAGL1,21,Imprinted genes & DMRs,cg12419863,PLAGL1,1,higher methylation -> HIGHER expression,,smr_high,A,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,1,1,1,S1,1.003e-44,2,60136,TRUE,,1,1,PLAGL1,-1,0.3429,A,PREDICTED,PLAGL1,,0.1556,B,ABSTAIN,PLAGL1,,0.0131,B,ABSTAIN,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg12426781,cg12426781_BC21_T1_GRIN2B,GRIN2B,16,Glutamate & synaptic scaffolding,cg12426781,GRIN2B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,LINC01559,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12433268,cg12433268_BC21_T1_ADORA2A,ADORA2A,8,Dopamine,cg12433268,ADORA2A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GGT1,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,ADORA2A,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12433386,cg12433386_TC11_T1_KCNQ1OT1,KCNQ1OT1,21,Imprinted genes & DMRs,cg12433386,KCNQ1OT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,VLDLR,,0.7856,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.4386,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12433386,cg12433386_TC12_T1_KCNQ1OT1,KCNQ1OT1,21,Imprinted genes & DMRs,cg12433386,KCNQ1OT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,VLDLR,,0.7856,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.4386,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12438727,cg12438727_BC21_T1_STAR,STAR,3,Steroidogenesis (adrenal & gonadal),cg12438727,STAR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LSM1,,0.289,B,REQUESTED_GENE_UNAVAILABLE,LSM1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,SNIP1,,0.0788,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12444861,cg12444861_BC21_T1_PLAGL1,PLAGL1,21,Imprinted genes & DMRs,cg12444861,PLAGL1,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,9.105e-24,1,62689,TRUE,,0,,PLAGL1,,0.298,A,ABSTAIN,PLAGL1,,0.3409,B,ABSTAIN,PLAGL1,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg12475905,cg12475905_TC21_T1_CARTPT,CARTPT,27,Appetite & metabolic programming,cg12475905,CARTPT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,TEX261,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12513025,cg12513025_BC21_T1_PRKAR1A,PRKAR1A,19,GPCR signalling & second messengers,cg12513025,PRKAR1A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PDE7A,,0.0153,B,REQUESTED_GENE_UNAVAILABLE,FAM20A,,0.0695,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12521790,cg12521790_TC11_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg12521790,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12526471,cg12526471_BC11_T1_ZBTB16,ZBTB16,2,HPA axis & glucocorticoid signalling,cg12526471,ZBTB16,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,MARCKS,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12528452,cg12528452_TC11_T1_IGF2,IGF2,21,Imprinted genes & DMRs,cg12528452,IGF2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAD1L1,,0.1897,A,REQUESTED_GENE_UNAVAILABLE,TNNT3,,0.0501,A,REQUESTED_GENE_UNAVAILABLE,MAD1L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12534008,cg12534008_BC21_T1_AMH,AMH,5,"HPG axis, puberty & KNDy",cg12534008,AMH,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,1.187e-17,1,1660,TRUE,,0,,JSRP1,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,PLEKHJ1,,0.8866,A,REQUESTED_GENE_UNAVAILABLE,PLEKHJ1,,0.1667,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg12541478,cg12541478_TC21_T1_NR4A1,NR4A1,18,Neurotrophins & activity-dependent plasticity,cg12541478,NR4A1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ANKRD33,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,KRT80,,0.139,A,REQUESTED_GENE_UNAVAILABLE,KRT7,,0.474,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12547085,cg12547085_BC21_T1_NOS3,NOS3,6,Libido & sexual function,cg12547085,NOS3,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,9.202e-14,1,10006,TRUE,,0,,NOS3;ATG9B,,0.4729,A,REQUESTED_GENE_UNAVAILABLE,GOLPH3L,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,KCNH2,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg12564698,cg12564698_TC21_T1_GAL,GAL,6,Libido & sexual function,cg12564698,GAL,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC105369364,,0.126,A,REQUESTED_GENE_UNAVAILABLE,TESMIN,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12573482,cg12573482_BC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg12573482,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12578084,cg12578084_TC21_T1_TERF2,TERF2,28,"Ageing, epigenetic clocks & telomere",cg12578084,TERF2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,TMED6,,0.0153,A,REQUESTED_GENE_UNAVAILABLE,NIP7,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12580770,cg12580770_BC21_T1_HTR5A,HTR5A,9,Serotonin,cg12580770,HTR5A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12588917,cg12588917_BC11_T1_HLA_F,HLA-F,24,"Immune, inflammation & HLA",cg12588917,HLA-F,-1,higher methylation -> LOWER expression,1,measured,A,"~1.00 (measured, not predicted)",FALSE,-1,-1,-1,S1,1.045e-13,2,6346,TRUE,-1,2,1,HLA-F,-1,0.7056,A,DIRECT_eQTM,HLA-F,-1,0.9745,A,PREDICTED,CDIPT,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,HLA-F;ZFP57,blood,HLA-F:-1;ZFP57:-1,-1,FALSE,"","",1,0
cg12589433,cg12589433_TC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg12589433,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12598837,cg12598837_TC21_T1_HTR3A,HTR3A,9,Serotonin,cg12598837,HTR3A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12600858,cg12600858_TC11_T1_MTNR1B,MTNR1B,23,Circadian & melatonin,cg12600858,MTNR1B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12603671,cg12603671_BC21_T1_PTGER3,PTGER3,6,Libido & sexual function,cg12603671,PTGER3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF638,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12610859,cg12610859_BC21_T1_PNMT,PNMT,10,Noradrenaline & sympathetic nervous system,cg12610859,PNMT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PGAP3,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,PGAP3,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12671744,cg12671744_TC21_T1_FAAH,FAAH,14,Endocannabinoid,cg12671744,FAAH,-1,higher methylation -> LOWER expression,1,measured,A,"~1.00 (measured, not predicted)",FALSE,-1,-1,,,,,,,,2,0.5,FAAH,-1,0.7056,A,DIRECT_eQTM,FAAH,1,0.4765,A,PREDICTED,PLA2G7,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,FAAH,blood,FAAH:-1,-1,FALSE,"","",1,0
cg12698626,cg12698626_TC21_T1_CCL2,CCL2,24,"Immune, inflammation & HLA",cg12698626,CCL2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DDX58,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,TMEM39B,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12699156,cg12699156_TC21_T1_SHBG,SHBG,4,Sex steroids: receptors & metabolism,cg12699156,SHBG,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SOX15,,0.298,A,REQUESTED_GENE_UNAVAILABLE,SOX15,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,TNFSF13,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12715421,cg12715421_BC21_T1_DDC,DDC,11,"Monoamine synthesis, transport & degradation",cg12715421,DDC,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LIMA1,,0.561,A,REQUESTED_GENE_UNAVAILABLE,GRB10,,0.9158,A,REQUESTED_GENE_UNAVAILABLE,BRD7,,0.2414,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12720637,cg12720637_TC21_T1_GABRA3,GABRA3,17,GABA & excitation-inhibition balance,cg12720637,GABRA3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12727256,cg12727256_BC21_T1_ADORA2A,ADORA2A,8,Dopamine,cg12727256,ADORA2A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GGT1,,0.4583,A,REQUESTED_GENE_UNAVAILABLE,ADORA2A,,0.1667,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12738079,cg12738079_BC21_T1_AVPR2,AVPR2,1,"Oxytocin, vasopressin & CICR",cg12738079,AVPR2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PNMA6B,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12782180,cg12782180_TC11_T1_LEP,LEP,27,Appetite & metabolic programming,cg12782180,LEP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,IMPDH1,,0.3467,A,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,IMPDH1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12793123,cg12793123_TC11_T1_ADORA2A,ADORA2A,8,Dopamine,cg12793123,ADORA2A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GGT1,,0.8457,A,REQUESTED_GENE_UNAVAILABLE,ADORA2A,,0.1667,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12802310,cg12802310_BC21_T1_CYP1B1,CYP1B1,4,Sex steroids: receptors & metabolism,cg12802310,CYP1B1,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,3.291e-18,1,10860,TRUE,,0,,ZNF37A,,0.4729,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.0694,A,REQUESTED_GENE_UNAVAILABLE,RMDN2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg12810354,cg12810354_BC21_T1_GABRA4,GABRA4,17,GABA & excitation-inhibition balance,cg12810354,GABRA4,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SNORD67,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12822818,cg12822818_BC21_T1_PTS,PTS,11,"Monoamine synthesis, transport & degradation",cg12822818,PTS,-1,higher methylation -> LOWER expression,0.3771,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,LOC100132686,,0.0365,B,REQUESTED_GENE_UNAVAILABLE,PTS,-1,0.3771,A,PREDICTED,,,,,UNMAPPED,,,,,,,,,,IL18;LOC100132686,blood,IL18:-1;LOC100132686:+1,,TRUE,"measured association is with IL18;LOC100132686, not the requested gene - check which gene this CpG actually tracks","only one tissue called; no cross-tissue corroboration | measured association is with IL18;LOC100132686, not the requested gene",0.3771,0.31145
cg12840818,cg12840818_BC21_T1_NRXN2,NRXN2,25,Social-synaptic & psychiatric risk,cg12840818,NRXN2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AP003774.3,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,DAPK2,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,SYNE2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12862537,cg12862537_TC21_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg12862537,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12865398,cg12865398_TC21_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg12865398,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg12871835,cg12871835_TC21_T1_SGK1,SGK1,2,HPA axis & glucocorticoid signalling,cg12871835,SGK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
